sample,class,ttr,hapax,TreeDepth,AdjToNounRatio,FK_Grade,Semicolons,Commas
"Though she dared not depend upon the consequence, she yet received pleasure from observing his behaviour. It gave her all the animation that her spirits could boast; for she was in no cheerful humour. Mr. Darcy was almost as far from her as the table could divide them. He was on one side of her mother. She knew how little such a situation would give pleasure to either, or make either appear to advantage. She was not near enough to hear any of their discourse; but she could see how seldom they spoke to each other, and how formal and cold was their manner whenever they did.",human,0.7169811320754716,61,5.5,0.5384615384615384,7.686495327102801,2,3
"I should infinitely prefer a book.” But of this answer Lydia heard not a word. She seldom listened to anybody for more than half a minute, and never attended to Mary at all. In the afternoon Lydia was urgent with the rest of the girls to walk to Meryton, and see how everybody went on; but Elizabeth steadily opposed the scheme. It should not be said, that the Miss Bennets could not be at home half a day before they were in pursuit of the officers. There was another reason, too, for her opposition. She dreaded seeing Wickham again, and was resolved to avoid it as long as possible.",human,0.7307692307692307,60,5.857142857142857,0.21428571428571427,7.803958060288338,1,6
"She saw instantly that her cousin's manners were not altered by his marriage: his formal civility was just what it had been; and he detained her some minutes at the gate to hear and satisfy his inquiries after all her family. They were then, with no other delay than his pointing out the neatness of the entrance, taken into the house; and as soon as they were in the parlour, he welcomed them a second time, with ostentatious formality, to his humble abode, and punctually repeated all his wife's offers of refreshment. Elizabeth was prepared to see him in his glory; and she could not help fancying that in displaying the good proportion of the room, its aspect, and its furniture, he addressed himself particularly to her, as if wishing to make her feel what she had lost in refusing him.",human,0.6571428571428571,72,9.0,0.2916666666666667,20.314468085106387,3,10
"There was duty to be done, and it was done, but not harshly. The officer always gave me the assurance that he was worse, and some other sick prisoners in the room, and some other prisoners who attended on them as sick nurses, (malefactors, but not incapable of kindness, God be thanked!) always joined in the same report. As the days went on, I noticed more and more that he would lie placidly looking at the white ceiling, with an absence of light in his face until some word of mine brightened it for an instant, and then it would subside again.",human,0.6633663366336634,46,6.25,0.4444444444444444,10.319705882352945,0,10
"He wisely resolved to be particularly careful that no sign of admiration should now escape him--nothing that could elevate her with the hope of influencing his felicity; sensible that, if such an idea had been suggested, his behaviour during the last day must have material weight in confirming or crushing it. Steady to his purpose, he scarcely spoke ten words to her through the whole of Saturday: and though they were at one time left by themselves for half an hour, he adhered most conscientiously to his book, and would not even look at her. On Sunday, after morning service, the separation, so agreeable to almost all, took place.",human,0.8090909090909091,79,9.0,0.3333333333333333,16.8754128440367,1,9
"During their walk, it was resolved that Mr. Bennet's consent should be asked in the course of the evening: Elizabeth reserved to herself the application for her mother's. She could not determine how her mother would take it; sometimes doubting whether all his wealth and grandeur would be enough to overcome her abhorrence of the man; but whether she were violently set against the match, or violently delighted with it, it was certain that her manner would be equally ill adapted to do credit to her sense; and she could no more bear that Mr. Darcy should hear the first raptures of her joy, than the first vehemence of her disapprobation.",human,0.6576576576576577,55,8.5,0.2777777777777778,12.666734234234237,3,4
"From herself to Jane, from Jane to Bingley, her thoughts were in a line which soon brought to her recollection that Mr. Darcy's explanation there had appeared very insufficient; and she read it again. Widely different was the effect of a second perusal. How could she deny that credit to his assertions, in one instance, which she had been obliged to give in the other? He declared himself to have been totally unsuspicious of her sister's attachment; and she could not help remembering what Charlotte's opinion had always been. Neither could she deny the justice of his description of Jane.",human,0.673469387755102,50,7.0,0.35714285714285715,8.846,2,4
"This led to Mr. Wopsle's (who had never been heard of before) coming in with a star and garter on, as a plenipotentiary of great power direct from the Admiralty, to say that the Swabs were all to go to prison on the spot, and that he had brought the boatswain down the Union Jack, as a slight acknowledgment of his public services. The boatswain, unmanned for the first time, respectfully dried his eyes on the Jack, and then cheering up, and addressing Mr. Wopsle as Your Honour, solicited permission to take him by the fin. Mr. Wopsle, conceding his fin with a gracious dignity, was immediately shoved into a dusty corner, while everybody danced a hornpipe; and from that corner, surveying the public with a discontented eye, became aware of me.",human,0.672,67,6.666666666666667,0.42857142857142855,12.316606060606063,1,14
"Lady Catherine was a tall, large woman, with strongly-marked features, which might once have been handsome. Her air was not conciliating, nor was her manner of receiving them such as to make her visitors forget their inferior rank. She was not rendered formidable by silence: but whatever she said was spoken in so authoritative a tone as marked her self-importance, and brought Mr. Wickham immediately to Elizabeth's mind; and, from the observation of the day altogether, she believed Lady Catherine to be exactly what he had represented. When, after examining the mother, in whose countenance and deportment she soon found some resemblance of Mr. Darcy, she turned her eyes on the daughter, she could almost have joined in Maria's astonishment at her being so thin and so small.",human,0.7265625,77,8.0,0.45,11.997187500000003,1,11
"My rapid mind pursued him to the town, made a picture of the street with him in it, and contrasted its lights and life with the lonely marsh and the white vapour creeping over it, into which I should have dissolved. It was not only that I could have summed up years and years and years while he said a dozen words, but that what he did say presented pictures to me, and not mere words. In the excited and exalted state of my brain, I could not think of a place without seeing it, or of persons without seeing them.",human,0.6631578947368421,45,6.666666666666667,0.2777777777777778,12.143960396039606,0,7
"And when it come to character, warn't it Compeyson as had been to the school, and warn't it his schoolfellows as was in this position and in that, and warn't it him as had been know'd by witnesses in such clubs and societies, and nowt to his disadvantage? And warn't it me as had been tried afore, and as had been know'd up hill and down dale in Bridewells and Lock-Ups! And when it come to speech-making, warn't it Compeyson as could speak to 'em wi' his face dropping every now and then into his white pocket-handkercher, ah! and wi' verses in his speech, too, and warn't it me as could only say, ‘Gentlemen, this man at my side is a most precious rascal'?",human,0.5396825396825397,51,7.333333333333333,0.18181818181818182,11.15483870967742,0,11
"For the last week they had seen very little of either Lady Catherine or her daughter. Colonel Fitzwilliam had called at the Parsonage more than once during the time, but Mr. Darcy they had only seen at church. The invitation was accepted, of course, and at a proper hour they joined the party in Lady Catherine's drawing-room. Her Ladyship received them civilly, but it was plain that their company was by no means so acceptable as when she could get nobody else; and she was, in fact, almost engrossed by her nephews, speaking to them, especially to Darcy, much more than to any other person in the room.",human,0.6944444444444444,56,6.75,0.4117647058823529,9.987703703703705,1,9
"The blessed darling comes of no family, my dear Handel, and never looked into the red book, and hasn't a notion about her grandpapa. What a fortune for the son of my mother!” On the Saturday in that same week, I took my leave of Herbert, full of bright hope, but sad and sorry to leave me, as he sat on one of the seaport mail coaches. I went into a coffee-house to write a little note to Clara, telling her he had gone off, sending his love to her over and over again, and then went to my lonely home, if it deserved the name; for it was now no home to me, and I had no home anywhere.",human,0.6666666666666666,59,7.25,0.45454545454545453,11.155000000000001,1,12
"My thoughts were further distracted by the excessive pride of Mr. and Mrs. Hubble, who were surpassingly conceited and vainglorious in being members of so distinguished a procession. And now the range of marshes lay clear before us, with the sails of the ships on the river growing out of it; and we went into the churchyard, close to the graves of my unknown parents, Philip Pirrip, late of this parish, and Also Georgiana, Wife of the Above. And there, my sister was laid quietly in the earth, while the larks sang high above it, and the light wind strewed it with beautiful shadows of clouds and trees.",human,0.6915887850467289,66,9.0,0.4,11.65666666666667,1,10
"He assured her that, as to dancing, he was perfectly indifferent to it; that his chief object was, by delicate attentions, to recommend himself to her; and that he should therefore make a point of remaining close to her the whole evening. There was no arguing upon such a project. She owed her greatest relief to her friend Miss Lucas, who often joined them, and good-naturedly engaged Mr. Collins's conversation to herself. She was at least free from the offence of Mr. Darcy's further notice: though often standing within a very short distance of her, quite disengaged, he never came near enough to speak.",human,0.7352941176470589,64,7.5,0.7692307692307693,8.756538461538465,2,8
"And then they stood about, as soldiers do; now, with their hands loosely clasped before them; now, resting a knee or a shoulder; now, easing a belt or a pouch; now, opening the door to spit stiffly over their high stocks, out into the yard. All these things I saw without then knowing that I saw them, for I was in an agony of apprehension. But beginning to perceive that the handcuffs were not for me, and that the military had so far got the better of the pie as to put it in the background, I collected a little more of my scattered wits.",human,0.75,58,6.666666666666667,0.35294117647058826,13.456190476190478,4,9
"I says to myself, ‘I'm making a better gentleman nor ever you'll be!' When one of 'em says to another, ‘He was a convict, a few year ago, and is a ignorant common fellow now, for all he's lucky,' what do I say? I says to myself, ‘If I ain't a gentleman, nor yet ain't got no learning, I'm the owner of such. All on you owns stock and land; which on you owns a brought-up London gentleman?' This way I kep myself a-going. And this way I held steady afore my mind that I would for certain come one day and see my boy, and make myself known to him, on his own ground.”",human,0.7156862745098039,56,5.333333333333333,0.5882352941176471,6.660652173913046,1,11
"I thought it my duty to give the speediest intelligence of this to my cousin, that she and her noble admirer may be aware of what they are about, and not run hastily into a marriage which has not been properly sanctioned.' Mr. Collins, moreover, adds, ‘I am truly rejoiced that my cousin Lydia's sad business has been so well hushed up, and am only concerned that their living together before the marriage took place should be so generally known. I must not, however, neglect the duties of my station, or refrain from declaring my amazement, at hearing that you received the young couple into your house as soon as they were married.",human,0.7522935779816514,67,8.0,0.42857142857142855,16.538938053097343,0,10
"When these points were settled, and so far carried out as that I had begun to work in earnest, it occurred to me that if I could retain my bedroom in Barnard's Inn, my life would be agreeably varied, while my manners would be none the worse for Herbert's society. Mr. Pocket did not object to this arrangement, but urged that before any step could possibly be taken in it, it must be submitted to my guardian. I felt that this delicacy arose out of the consideration that the plan would save Herbert some expense, so I went off to Little Britain and imparted my wish to Mr. Jaggers.",human,0.7047619047619048,59,7.666666666666667,0.13333333333333333,15.251559633027526,0,7
"It is possible that the romantic paste in her composition was defective: we must always remember that hardly anybody born in her decade--that of the eighteenth-century seventies--independently exhibited the full romantic quality. Even Scott required hill and mountain and ballad, even Coleridge metaphysics and German to enable them to chip the classical shell. Miss Austen was an English girl, brought up in a country retirement, at the time when ladies went back into the house if there was a white frost which might pierce their kid shoes, when a sudden cold was the subject of the gravest fears, when their studies, their ways, their conduct were subject to all those fantastic limits and restrictions against which Mary Wollstonecraft protested with better general sense than particular taste or judgment.",human,0.765625,84,8.333333333333334,0.6206896551724138,20.317187500000006,0,7
"But all this time, why I was not to go home, and what had happened at home, and when I should go home, and whether Provis was safe at home, were questions occupying my mind so busily, that one might have supposed there could be no more room in it for any other theme. Even when I thought of Estella, and how we had parted that day forever, and when I recalled all the circumstances of our parting, and all her looks and tones, and the action of her fingers while she knitted, even then I was pursuing, here and there and everywhere, the caution, Don't go home.",human,0.6990291262135923,59,7.5,0.2,20.87555555555556,0,14
"Many stared--many smiled; but no one looked more amused than Mr. Bennet himself, while his wife seriously commended Mr. Collins for having spoken so sensibly, and observed, in a half-whisper to Lady Lucas, that he was a remarkably clever, good kind of young man. To Elizabeth it appeared, that had her family made an agreement to expose themselves as much as they could during the evening, it would have been impossible for them to play their parts with more spirit, or finer success; and happy did she think it for Bingley and her sister that some of the exhibition had escaped his notice, and that his feelings were not of a sort to be much distressed by the folly which he must have witnessed.",human,0.7642276422764228,77,9.5,0.7647058823529411,13.533870967741937,2,9
"When the waiter had felt my fast-cooling teapot with the palm of his hand, and had looked imploringly at me, and had gone out, Drummle, careful not to move the shoulder next me, took a cigar from his pocket and bit the end off, but showed no sign of stirring. Choking and boiling as I was, I felt that we could not go a word further, without introducing Estella's name, which I could not endure to hear him utter; and therefore I looked stonily at the opposite wall, as if there were no one present, and forced myself to silence.",human,0.7473684210526316,58,9.0,0.21428571428571427,19.368,1,11
"They owed the restoration of Lydia, her character, everything to him. Oh, how heartily did she grieve over every ungracious sensation she had ever encouraged, every saucy speech she had ever directed towards him! For herself she was humbled; but she was proud of him,--proud that in a cause of compassion and honour he had been able to get the better of himself. She read over her aunt's commendation of him again and again. It was hardly enough; but it pleased her. She was even sensible of some pleasure, though mixed with regret, on finding how steadfastly both she and her uncle had been persuaded that affection and confidence subsisted between Mr. Darcy and herself.",human,0.6434782608695652,56,6.333333333333333,0.42857142857142855,9.389316770186337,2,7
"To some the delightful freshness and humour of Northanger Abbey, its completeness, finish, and entrain, obscure the undoubted critical facts that its scale is small, and its scheme, after all, that of burlesque or parody, a kind in which the first rank is reached with difficulty. Persuasion, relatively faint in tone, and not enthralling in interest, has devotees who exalt above all the others its exquisite delicacy and keeping. The catastrophe of Mansfield Park is admittedly theatrical, the hero and heroine are insipid, and the author has almost wickedly destroyed all romantic interest by expressly admitting that Edmund only took Fanny because Mary shocked him, and that Fanny might very likely have taken Crawford if he had been a little more assiduous; yet the matchless rehearsal-scenes and the characters of Mrs. Norris and others have secured, I believe, a considerable party for it.",human,0.7357142857142858,91,8.333333333333334,0.5357142857142857,17.826625874125877,1,16
"But in all, and in almost every line of each, there was a want of that cheerfulness which had been used to characterize her style, and which, proceeding from the serenity of a mind at ease with itself, and kindly disposed towards everyone, had been scarcely ever clouded. Elizabeth noticed every sentence conveying the idea of uneasiness, with an attention which it had hardly received on the first perusal. Mr. Darcy's shameful boast of what misery he had been able to inflict gave her a keener sense of her sister's sufferings. It was some consolation to think that his visit to Rosings was to end on the day after the next, and a still greater that in less than a fortnight she should herself be with Jane again, and enabled to contribute to the recovery of her spirits, by all that affection could do.",human,0.6834532374100719,79,9.25,0.28,16.150000000000002,0,10
"And then I told Joe that I felt very miserable, and that I hadn't been able to explain myself to Mrs. Joe and Pumblechook, who were so rude to me, and that there had been a beautiful young lady at Miss Havisham's who was dreadfully proud, and that she had said I was common, and that I knew I was common, and that I wished I was not common, and that the lies had come of it somehow, though I didn't know how. This was a case of metaphysics, at least as difficult for Joe to deal with as for me.",human,0.6333333333333333,44,8.5,2.75,12.494455445544556,0,9
"We dressed up Chamberlayne in woman's clothes, on purpose to pass for a lady,--only think what fun! Not a soul knew of it, but Colonel and Mrs. Forster, and Kitty and me, except my aunt, for we were forced to borrow one of her gowns; and you cannot imagine how well he looked! When Denny, and Wickham, and Pratt, and two or three more of the men came in, they did not know him in the least. and so did Mrs. Forster. I thought I should have died. And that made the men suspect something, and then they soon found out what was the matter.”",human,0.7450980392156863,63,5.166666666666667,0.18181818181818182,4.644761904761907,1,11
"But, to be sure, the good lady who showed us the house did give him a most flaming character! I could hardly help laughing aloud sometimes. But he is a liberal master, I suppose, and that, in the eye of a servant, comprehends every virtue.” Elizabeth here felt herself called on to say something in vindication of his behaviour to Wickham; and, therefore, gave them to understand, in as guarded a manner as she could, that by what she had heard from his relations in Kent, his actions were capable of a very different construction; and that his character was by no means so faulty, nor Wickham's so amiable, as they had been considered in Hertfordshire.",human,0.7431192660550459,66,6.25,0.5333333333333333,13.114827586206896,2,13
"My dear Lizzy, they must have passed within ten miles of us. Colonel Forster gives us reason to expect him here soon. Lydia left a few lines for his wife, informing her of their intention. I must conclude, for I cannot be long from my poor mother. I am afraid you will not be able to make it out, but I hardly know what I have written.” Without allowing herself time for consideration, and scarcely knowing what she felt, Elizabeth, on finishing this letter, instantly seized the other, and opening it with the utmost impatience, read as follows: it had been written a day later than the conclusion of the first.",human,0.8269230769230769,73,5.666666666666667,0.75,8.527702702702705,0,10
"But here she did injustice to the fire and independence of his character; for it led him to escape out of Longbourn House the next morning with admirable slyness, and hasten to Lucas Lodge to throw himself at her feet. He was anxious to avoid the notice of his cousins, from a conviction that, if they saw him depart, they could not fail to conjecture his design, and he was not willing to have the attempt known till its success could be known likewise; for, though feeling almost secure, and with reason, for Charlotte had been tolerably encouraging, he was comparatively diffident since the adventure of Wednesday.",human,0.7169811320754716,63,8.0,0.375,22.809579439252335,2,9
"Lady Catherine is far from requiring that elegance of dress in us which becomes herself and daughter. I would advise you merely to put on whatever of your clothes is superior to the rest--there is no occasion for anything more. Lady Catherine will not think the worse of you for being simply dressed. She likes to have the distinction of rank preserved.” While they were dressing, he came two or three times to their different doors, to recommend their being quick, as Lady Catherine very much objected to be kept waiting for her dinner. Such formidable accounts of her Ladyship, and her manner of living, quite frightened Maria Lucas, who had been little used to company; and she looked forward to her introduction at Rosings with as much apprehension as her father had done to his presentation at St. James's.",human,0.7285714285714285,87,7.666666666666667,0.47368421052631576,11.462857142857143,1,6
"I happened to overhear the gentleman himself mentioning to the young lady who does the honours of this house the names of his cousin Miss De Bourgh, and of her mother, Lady Catherine. How wonderfully these sort of things occur! Who would have thought of my meeting with--perhaps--a nephew of Lady Catherine de Bourgh in this assembly! I am most thankful that the discovery is made in time for me to pay my respects to him, which I am now going to do, and trust he will excuse my not having done it before. My total ignorance of the connection must plead my apology.”",human,0.7156862745098039,61,6.4,0.16666666666666666,9.541230769230769,0,4
"Then, a burst of gratitude came upon me, that she should be destined for me, once the blacksmith's boy. Then I thought if she were, as I feared, by no means rapturously grateful for that destiny yet, when would she begin to be interested in me? When should I awaken the heart within her that was mute and sleeping now? I thought those were high and great emotions. But I never thought there was anything low and small in my keeping away from Joe, because I knew she would be contemptuous of him. It was but a day gone, and Joe had brought the tears into my eyes; they had soon dried, God forgive me!",human,0.7102803738317757,57,6.0,0.7272727272727273,6.865869565217391,1,9
"In his working-clothes, Joe was a well-knit characteristic-looking blacksmith; in his holiday clothes, he was more like a scarecrow in good circumstances, than anything else. Nothing that he wore then fitted him or seemed to belong to him; and everything that he wore then grazed him. On the present festive occasion he emerged from his room, when the blithe bells were going, the picture of misery, in a full suit of Sunday penitentials. As to me, I think my sister must have had some general idea that I was a young offender whom an Accoucheur Policeman had taken up (on my birthday) and delivered over to her, to be dealt with according to the outraged majesty of the law.",human,0.7241379310344828,68,7.0,0.4,13.266281512605044,2,8
"Her favourite walk, and where she frequently went while the others were calling on Lady Catherine, was along the open grove which edged that side of the park, where there was a nice sheltered path, which no one seemed to value but herself, and where she felt beyond the reach of Lady Catherine's curiosity. In this quiet way the first fortnight of her visit soon passed away. Easter was approaching, and the week preceding it was to bring an addition to the family at Rosings, which in so small a circle must be important. His arrival was soon known at the Parsonage; for Mr. Collins was walking the whole morning within view of the lodges opening into Hunsford Lane, in order to have ] the earliest assurance of it; and, after making his bow as the carriage turned into the park, hurried home with the great intelligence.",human,0.6944444444444444,83,9.75,0.4230769230769231,12.608958904109588,2,10
"I suppose you have heard of it; indeed, you must have seen it in the papers. It was in the ‘Times' and the ‘Courier,' I know; though it was not put in as it ought to be. It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,' without there being a syllable said of her father, or the place where she lived, or anything. It was my brother Gardiner's drawing up, too, and I wonder how he came to make such an awkward business of it. Bingley replied that he did, and made his congratulations. Elizabeth dared not lift up her eyes.",human,0.71,58,5.166666666666667,0.1111111111111111,5.748516483516486,2,12
"These bitter accusations might have been suppressed, had I, with greater policy, concealed my struggles, and flattered you into the belief of my being impelled by unqualified, unalloyed inclination; by reason, by reflection, by everything. But disguise of every sort is my abhorrence. Nor am I ashamed of the feelings I related. They were natural and just. Could you expect me to rejoice in the inferiority of your connections?--to congratulate myself on the hope of relations whose condition in life is so decidedly beneath my own?” Elizabeth felt herself growing more angry every moment; yet she tried to the utmost to speak with composure when she said,--",human,0.7714285714285715,69,6.166666666666667,0.42105263157894735,10.221895861148202,2,8
"He then told her of Georgiana's delight in her acquaintance, and of her disappointment at its sudden interruption; which naturally leading to the cause of that interruption, she soon learnt that his resolution of following her from Derbyshire in quest of her sister had been formed before he quitted the inn, and that his gravity and thoughtfulness there had arisen from no other struggles than what such a purpose must comprehend. She expressed her gratitude again, but it was too painful a subject to each to be dwelt on farther. After walking several miles in a leisurely manner, and too busy to know anything about it, they found at last, on examining their watches, that it was time to be at home.",human,0.6974789915966386,65,8.333333333333334,0.3,17.873278688524596,1,8
"But prominent in it was a draped table with a gilded looking-glass, and that I made out at first sight to be a fine lady's dressing-table. Whether I should have made out this object so soon if there had been no fine lady sitting at it, I cannot say. In an arm-chair, with an elbow resting on the table and her head leaning on that hand, sat the strangest lady I have ever seen, or shall ever see. She was dressed in rich materials, satins, and lace, and silks, all of white. And she had a long white veil dependent from her hair, and she had bridal flowers in her hair, but her hair was white.",human,0.6576576576576577,51,7.0,0.5,8.309724137931035,0,11
"As the six evenings had dwindled away, to five, to four, to three, to two, I had become more and more appreciative of the society of Joe and Biddy. On this last evening, I dressed myself out in my new clothes for their delight, and sat in my splendour until bedtime. We had a hot supper on the occasion, graced by the inevitable roast fowl, and we had some flip to finish with. We were all very low, and none the higher for pretending to be in spirits. I was to leave our village at five in the morning, carrying my little hand-portmanteau, and I had told Joe that I wished to walk away all alone.",human,0.6756756756756757,61,7.0,0.4444444444444444,9.530413793103445,0,12
"Elizabeth soon heard from her friend, and their correspondence was as regular and frequent as it ever had been: that it should be equally unreserved was impossible. Elizabeth could never address her without feeling that all the comfort of intimacy was over; and, though determined not to slacken as a correspondent, it was for the sake of what had been rather than what was. Charlotte's first letters were received with a good deal of eagerness: there could not but be curiosity to know how she would speak of her new home, how she would like Lady Catherine, and how happy she would dare pronounce herself to be; though, when the letters were read, Elizabeth felt that Charlotte expressed herself on every point exactly as she might have foreseen.",human,0.6507936507936508,59,7.666666666666667,0.6153846153846154,18.657812500000002,2,7
"Mrs. Bennet had so carefully provided for the entertainment of her brother and sister, that they did not once sit down to a family dinner. When the engagement was for home, some of the officers always made part of it, of which officers Mr. Wickham was sure to be one; and on these occasions Mrs. Gardiner, rendered suspicious by Elizabeth's warm commendation of him, narrowly observed them both. Without supposing them, from what she saw, to be very seriously in love, their preference of each other was plain enough to make her a little uneasy; and she resolved to speak to Elizabeth on the subject before she left Hertfordshire, and represent to her the imprudence of encouraging such an attachment.",human,0.7288135593220338,73,7.666666666666667,0.4375,12.453333333333333,2,9
"It troubled me that there should have been a lurker on the stairs, on that night of all nights in the year, and I asked the watchman, on the chance of eliciting some hopeful explanation as I handed him a dram at the door, whether he had admitted at his gate any gentleman who had perceptibly been dining out? Yes, he said; at different times of the night, three. One lived in Fountain Court, and the other two lived in the Lane, and he had seen them all go home. Again, the only other man who dwelt in the house of which my chambers formed a part had been in the country for some weeks, and he certainly had not returned in the night, because we had seen his door with his seal on it as we came upstairs.",human,0.6119402985074627,60,7.75,0.21739130434782608,12.733723021582737,1,11
"It had passed through my thoughts to cry out for help again; though few could know better than I, the solitary nature of the spot, and the hopelessness of aid. But as he sat gloating over me, I was supported by a scornful detestation of him that sealed my lips. Above all things, I resolved that I would not entreat him, and that I would die making some last poor resistance to him. Softened as my thoughts of all the rest of men were in that dire extremity; humbly beseeching pardon, as I did, of Heaven; melted at heart, as I was, by the thought that I had taken no farewell, and never now could take farewell of those who were dear to me, or could explain myself to them, or ask for their compassion on my miserable errors, still, if I could have killed him, even in dying, I would have done it.",human,0.6783216783216783,75,7.75,0.42857142857142855,14.749675324675326,3,16
"But Lady Catherine seemed gratified by their excessive admiration, and gave most gracious smiles, especially when any dish on the table proved a novelty to them. The party did not supply much conversation. Elizabeth was ready to speak whenever there was an opening, but she was seated between Charlotte and Miss de Bourgh--the former of whom was engaged in listening to Lady Catherine, and the latter said not a word to her all the dinnertime. Mrs. Jenkinson was chiefly employed in watching how little Miss de Bourgh ate, pressing her to try some other dish and fearing she was indisposed.",human,0.7272727272727273,57,6.75,0.8181818181818182,12.450000000000003,0,5
"There's been overmuch coming back of late years, and I should of a certainty be hanged if took.” Nothing was needed but this; the wretched man, after loading wretched me with his gold and silver chains for years, had risked his life to come to me, and I held it there in my keeping! If I had loved him instead of abhorring him; if I had been attracted to him by the strongest admiration and affection, instead of shrinking from him with the strongest repugnance; it could have been no worse. On the contrary, it would have been better, for his preservation would then have naturally and tenderly addressed my heart.",human,0.6415094339622641,49,6.0,0.4666666666666667,11.284752252252257,3,7
"What alone was wanting to the realisation of a vast fortune, he considered to be More Capital. Those were the two little words, more capital. Now it appeared to him (Pumblechook) that if that capital were got into the business, through a sleeping partner, sir, which sleeping partner would have nothing to do but walk in, by self or deputy, whenever he pleased, and examine the books, and walk in twice a year and take his profits away in his pocket, to the tune of fifty per cent, it appeared to him that that might be an opening for a young gentleman of spirit combined with property, which would be worthy of his attention.",human,0.6727272727272727,54,9.0,0.2608695652173913,15.998421052631581,0,12
"I brought it to the table near the fire, and asked him what he would have? He touched one of the bottles without looking at it or speaking, and I made him some hot rum and water. I tried to keep my hand steady while I did so, but his look at me as he leaned back in his chair with the long draggled end of his neckerchief between his teeth evidently forgotten made my hand very difficult to master. When at last I put the glass to him, I saw with amazement that his eyes were full of tears.",human,0.723404255319149,55,5.75,0.375,8.674000000000003,0,4
"Mr. Wickham's society was of material service in dispelling the gloom which the late perverse occurrences had thrown on many of the Longbourn family. They saw him often, and to his other recommendations was now added that of general unreserve. The whole of what Elizabeth had already heard, his claims on Mr. Darcy, and all that he had suffered from him, was now openly acknowledged and publicly canvassed; and everybody was pleased to think how much they had always disliked Mr. Darcy before they had known anything of the matter. Miss Bennet was the only creature who could suppose there might be any extenuating circumstances in the case unknown to the society of Hertfordshire: her mild and steady candour always pleaded for allowances, and urged the possibility of mistakes; but by everybody else Mr. Darcy was condemned as the worst of men.",human,0.6619718309859155,77,9.5,0.6,11.766498993963783,2,5
"I kept an eye on Orlick after that night, and, whenever circumstances were favourable to his dancing at Biddy, got before him to obscure that demonstration. He had struck root in Joe's establishment, by reason of my sister's sudden fancy for him, or I should have tried to get him dismissed. He quite understood and reciprocated my good intentions, as I had reason to know thereafter. And now, because my mind was not confused enough before, I complicated its confusion fifty thousand-fold, by having states and seasons when I was clear that Biddy was immeasurably better than Estella, and that the plain honest working life to which I was born had nothing in it to be ashamed of, but offered me sufficient means of self-respect and happiness.",human,0.7560975609756098,79,7.75,0.42857142857142855,14.817696850393702,0,11
"It had been placed there since my last visit, and I entered, that same day, on a regular occupation of pushing Miss Havisham in this chair (when she was tired of walking with her hand upon my shoulder) round her own room, and across the landing, and round the other room. Over and over and over again, we would make these journeys, and sometimes they would last as long as three hours at a stretch. I insensibly fall into a general mention of these journeys as numerous, because it was at once settled that I should return every alternate day at noon for these purposes, and because I am now going to sum up a period of at least eight or ten months.",human,0.7304347826086957,65,8.333333333333334,0.5263157894736842,16.6130081300813,0,9
"He is now, perhaps, sorry for what he has done, and anxious to re-establish a character. We must not make him desperate.” The tumult of Elizabeth's mind was allayed by this conversation. She had got rid of two of the secrets which had weighed on her for a fortnight, and was certain of a willing listener in Jane, whenever she might wish to talk again of either. But there was still something lurking behind, of which prudence forbade the disclosure. She dared not relate the other half of Mr. Darcy's letter, nor explain to her sister how sincerely she had been valued by his friend.",human,0.7572815533980582,65,5.833333333333333,0.46153846153846156,7.0047619047619065,0,7
"But the attention of every lady was soon caught by a young man, whom they had never seen before, of most gentlemanlike appearance, walking with an officer on the other side of the way. The officer was the very Mr. Denny concerning whose return from London Lydia came to inquire, and he bowed as they passed. All were struck with the stranger's air, all wondered who he could be; and Kitty and Lydia, determined if possible to find out, led the way across the street, under pretence of wanting something in an opposite shop, and fortunately had just gained the pavement, when the two gentlemen, turning back, had reached the same spot.",human,0.7477477477477478,71,8.333333333333334,0.4444444444444444,12.50321428571429,1,12
"The fact was, that when the five hundred pounds had come into my pocket, a thought had come into my head which had been often there before; and it appeared to me that Wemmick was a good person to advise with concerning such thought. He had already locked up his safe, and made preparations for going home. He had left his desk, brought out his two greasy office candlesticks and stood them in line with the snuffers on a slab near the door, ready to be extinguished; he had raked his fire low, put his hat and great-coat ready, and was beating himself all over the chest with his safe-key, as an athletic exercise after business.",human,0.7130434782608696,67,9.333333333333334,0.3333333333333333,15.053793103448275,2,8
"You must give me leave to judge for myself, and pay me the compliment of believing what I say. I wish you very happy and very rich, and by refusing your hand, do all in my power to prevent your being otherwise. In making me the offer, you must have satisfied the delicacy of your feelings with regard to my family, and may take possession of Longbourn estate whenever it falls, without any self-reproach. This matter may be considered, therefore, as finally settled.” And rising as she thus spoke, she would have quitted the room, had not Mr. Collins thus addressed her,--",human,0.7425742574257426,59,5.4,0.13333333333333333,8.508627450980391,0,11
"The first half hour was spent in piling up the fire, lest she should suffer from the change of room; and she removed, at his desire, to the other side of the fireplace, that she might be farther from the door. He then sat down by her, and talked scarcely to anyone else. Elizabeth, at work in the opposite corner, saw it all with great delight. When tea was over Mr. Hurst reminded his sister-in-law of the card-table--but in vain. She had obtained private intelligence that Mr. Darcy did not wish for cards, and Mr. Hurst soon found even his open petition rejected.",human,0.7476635514018691,67,5.6,0.35,6.042900485436892,1,8
